LocationAbbr,LocationDesc,Topic,Indicator,Data_Value_Type,Data_Value,Break_Out_Category,Break_Out,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID
US,United States,Physical Inactivity,Prevalence of physical inactivity among US adults (18+); NHIS,Crude,40.1,Age,35+,T14,NS011,Crude,BOC03,AGE07,59
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T9,NS013,Crude,BOC04,RAC03,9001
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,93.3,Overall,Overall,T9,NS013,AgeStdz,BOC01,OVR01,9001
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,35+,T9,NS013,Crude,BOC03,AGE07,59
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic White,T9,NS013,Crude,BOC04,RAC01,9003
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,92.8,Race,Non-Hispanic Asian,T9,NS013,AgeStdz,BOC04,RAC03,9001
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Black,T9,NS013,AgeStdz,BOC04,RAC02,9004
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Male,T9,NS013,Crude,BOC02,GEN01,9003
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T9,NS013,Crude,BOC04,RAC03,9001
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Overall,Overall,T9,NS013,AgeStdz,BOC01,OVR01,9004
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Overall,Overall,T9,NS013,Crude,BOC01,OVR01,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Overall,Overall,T9,NS013,Crude,BOC01,OVR01,9004
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,35+,T9,NS013,Crude,BOC03,AGE07,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS013,Crude,BOC04,RAC02,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Female,T9,NS013,Crude,BOC02,GEN02,9004
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Female,T9,NS013,Crude,BOC02,GEN02,9001
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS013,Crude,BOC04,RAC02,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,18-24,T9,NS013,Crude,BOC03,AGE01,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,35+,T9,NS013,Crude,BOC03,AGE07,9004
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,35+,T9,NS013,Crude,BOC03,AGE07,9001
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic White,T9,NS013,Crude,BOC04,RAC01,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Female,T9,NS013,AgeStdz,BOC02,GEN02,9004
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,18-24,T9,NS013,Crude,BOC03,AGE01,9003
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,35+,T9,NS013,Crude,BOC03,AGE07,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,94.4,Age,35+,T9,NS013,Crude,BOC03,AGE07,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Overall,Overall,T9,NS013,AgeStdz,BOC01,OVR01,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Female,T9,NS013,AgeStdz,BOC02,GEN02,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS013,Crude,BOC04,RAC02,59
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,95.2,Gender,Female,T9,NS013,Crude,BOC02,GEN02,9003
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Other,T9,NS013,AgeStdz,BOC04,RAC07,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,92.9,Overall,Overall,T9,NS013,AgeStdz,BOC01,OVR01,9003
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,18-24,T9,NS013,Crude,BOC03,AGE01,9001
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,86.9,Race,Hispanic,T9,NS013,Crude,BOC04,RAC04,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,90.4,Race,Other,T9,NS013,Crude,BOC04,RAC07,9004
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9003
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,9003
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS013,Crude,BOC04,RAC02,9003
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Male,T9,NS013,Crude,BOC02,GEN01,9001
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,65+,T9,NS013,Crude,BOC03,AGE06,9003
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,92.8,Age,25-44,T9,NS013,Crude,BOC03,AGE04,9002
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Male,T9,NS013,Crude,BOC02,GEN01,9002
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,9001
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,94.8,Age,35+,T9,NS013,Crude,BOC03,AGE07,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9004
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Other,T9,NS013,AgeStdz,BOC04,RAC07,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,35+,T9,NS013,Crude,BOC03,AGE07,9002
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic White,T9,NS013,AgeStdz,BOC04,RAC01,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,92.2,Race,Non-Hispanic Asian,T9,NS013,AgeStdz,BOC04,RAC03,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,9004
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Asian,T9,NS013,AgeStdz,BOC04,RAC03,9003
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,9001
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,35+,T9,NS013,Crude,BOC03,AGE07,59
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,9001
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,94.7,Race,Non-Hispanic Black,T9,NS013,AgeStdz,BOC04,RAC02,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic White,T9,NS013,Crude,BOC04,RAC01,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,35+,T9,NS013,Crude,BOC03,AGE07,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,59
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,9001
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,95.3,Race,Non-Hispanic White,T9,NS013,Crude,BOC04,RAC01,9001
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Hispanic,T9,NS013,Crude,BOC04,RAC04,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Black,T9,NS013,AgeStdz,BOC04,RAC02,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,9004
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Male,T9,NS013,Crude,BOC02,GEN01,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Overall,Overall,T9,NS013,Crude,BOC01,OVR01,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,90.4,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9004
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS013,Crude,BOC04,RAC02,9001
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9001
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,91.3,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,9002
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,65+,T9,NS013,Crude,BOC03,AGE06,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Black,T9,NS013,AgeStdz,BOC04,RAC02,59
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9003
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Female,T9,NS013,Crude,BOC02,GEN02,9003
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,59
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Black,T9,NS013,AgeStdz,BOC04,RAC02,9003
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,96.2,Race,Other,T9,NS013,Crude,BOC04,RAC07,9003
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,9003
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,65+,T9,NS013,Crude,BOC03,AGE06,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,94.3,Race,Non-Hispanic Black,T9,NS013,Crude,BOC04,RAC02,9004
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9003
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Female,T9,NS013,AgeStdz,BOC02,GEN02,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,94.0,Race,Non-Hispanic Black,T9,NS013,Crude,BOC04,RAC02,59
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,89.4,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9004
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Black,T9,NS013,Crude,BOC04,RAC02,9001
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,65+,T9,NS013,Crude,BOC03,AGE06,9004
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9001
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Female,T9,NS013,AgeStdz,BOC02,GEN02,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic White,T9,NS013,AgeStdz,BOC04,RAC01,9002
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Asian,T9,NS013,AgeStdz,BOC04,RAC03,9002
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9003
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,92.5,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9003
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic White,T9,NS013,AgeStdz,BOC04,RAC01,9003
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,75+,T9,NS013,Crude,BOC03,AGE08,9001
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic White,T9,NS013,AgeStdz,BOC04,RAC01,9001
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,75+,T9,NS013,Crude,BOC03,AGE08,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic White,T9,NS013,AgeStdz,BOC04,RAC01,59
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic Asian,T9,NS013,AgeStdz,BOC04,RAC03,59
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Overall,Overall,T9,NS013,Crude,BOC01,OVR01,9001
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Male,T9,NS013,Crude,BOC02,GEN01,9001
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Other,T9,NS013,AgeStdz,BOC04,RAC07,9002
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9001
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Other,T9,NS013,Crude,BOC04,RAC07,9002
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T9,NS013,Crude,BOC04,RAC03,9001
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Other,T9,NS013,AgeStdz,BOC04,RAC07,9001
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,91.2,Gender,Male,T9,NS013,Crude,BOC02,GEN01,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Female,T9,NS013,Crude,BOC02,GEN02,9002
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,75+,T9,NS013,Crude,BOC03,AGE08,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,90.8,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,9004
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Female,T9,NS013,AgeStdz,BOC02,GEN02,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,59
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Gender,Male,T9,NS013,Crude,BOC02,GEN01,9001
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9002
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,94.8,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9001
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,94.6,Race,Non-Hispanic White,T9,NS013,AgeStdz,BOC04,RAC01,59
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,18-24,T9,NS013,Crude,BOC03,AGE01,9001
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic White,T9,NS013,AgeStdz,BOC04,RAC01,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,59
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9003
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Overall,Overall,T9,NS013,Crude,BOC01,OVR01,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,18-24,T9,NS013,Crude,BOC03,AGE01,9003
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,9004
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic White,T9,NS013,AgeStdz,BOC04,RAC01,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Race,Non-Hispanic Asian,T9,NS013,Crude,BOC04,RAC03,9002
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,25-44,T9,NS013,Crude,BOC03,AGE04,9002
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,25-44,T9,NS013,Crude,BOC03,AGE04,9002
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Overall,Overall,T9,NS013,Crude,BOC01,OVR01,59
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Overall,Overall,T9,NS013,Crude,BOC01,OVR01,9001
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9002
WEST,West,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Gender,Male,T9,NS013,AgeStdz,BOC02,GEN01,9004
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Overall,Overall,T9,NS013,Crude,BOC01,OVR01,9002
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,9002
SOU,South,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Hispanic,T9,NS013,AgeStdz,BOC04,RAC04,9003
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Age-Standardized,,Race,Non-Hispanic White,T9,NS013,AgeStdz,BOC04,RAC01,9001
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,90.7,Age,18-24,T9,NS013,Crude,BOC03,AGE01,59
NRE,Northeast,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,45-64,T9,NS013,Crude,BOC03,AGE05,9001
US,United States,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,94.8,Age,45-64,T9,NS013,Crude,BOC03,AGE05,59
MDW,Midwest,Hypertension,Prevalence of adults who have had their blood pressure measured within the preceding 2 years (18+); NHIS,Crude,,Age,18-24,T9,NS013,Crude,BOC03,AGE01,9002
